,date,team,player,injury,duration,notes,long_name,position
3886,11/6/08,COL,Joe Sakic,back,1,back injury (DTD),Avalanche,C
3887,11/24/08,COL,Joe Sakic,head,1,root canal (DTD),Avalanche,C
3888,11/28/08,COL,Joe Sakic,back,40,back injury (left game),Avalanche,C
3889,3/10/15,COL,Joey Hishon,ua,6,elbow injury (DTD),Avalanche,C
3890,10/6/14,COL,John Mitchell,head,10,placed on IR with migraine headaches,Avalanche,LW
3894,12/11/14,COL,John Mitchell,ll,9,placed on IR with leg injury,Avalanche,LW
3898,3/19/14,COL,John Mitchell,back,1,bruised back (DTD),Avalanche,LW
3902,4/11/14,COL,John Mitchell,head,1,concussion (out for season),Avalanche,LW
3906,11/22/14,COL,John Mitchell,ll,5,leg injury (DTD),Avalanche,LW
3910,11/3/15,COL,John Mitchell,torso,10,oblique injury (DTD),Avalanche,LW
3914,10/15/16,COL,John Mitchell,ul,59,hip injury (DTD),Avalanche,LW
3918,10/14/09,COL,John-Michael Liles,torso,8,placed on IR with bruised right shoulder,Avalanche,LW
3923,2/17/09,COL,John-Michael Liles,la,1,left wrist/hand injury (DTD),Avalanche,LW
3928,11/6/09,COL,John-Michael Liles,torso,10,shoulder injury (DTD),Avalanche,LW
3933,3/11/11,COL,John-Michael Liles,ul,11,knee injury (DTD),Avalanche,LW
3938,4/5/11,COL,John-Michael Liles,head,365,head injury / concussion (out for season),Avalanche,LW
3943,2/14/11,COL,Jonas Holos,head,28,head injury (DTD),Avalanche,RW
3944,10/12/07,COL,Jordan Leopold,ul,13,hip injury (DTD),Avalanche,G
3947,10/26/07,COL,Jordan Leopold,la,1,wrist injury (out ~2 months),Avalanche,G
3950,12/19/07,COL,Jordan Leopold,ll,7,leg injury (DTD),Avalanche,G
3953,3/11/08,COL,Jordan Leopold,head,1,head injury (DTD),Avalanche,G
3956,3/28/08,COL,Jordan Leopold,ul,37,hip injury (DTD),Avalanche,G
3959,10/3/07,COL,Jose Theodore,ul,1,knee injury (DTD),Avalanche,G
3960,1/31/08,COL,Jose Theodore,back,3,back injury (DTD),Avalanche,G
3961,10/21/07,COL,Karlis Skrastins,torso,30,placed on IR with separated shoulder (out indefinitely),Avalanche,G
3963,4/18/10,COL,Kevin Porter,torso,56,upper body injury (DTD),Avalanche,G
3964,1/10/11,COL,Kevin Shattenkirk,ll,32,foot injury (DTD),Avalanche,C
3965,12/2/07,COL,Kurt Sauer,head,60,placed on IR with neck injury,Avalanche,C
3969,11/28/09,COL,Kyle Cumiskey,ll,32,placed on IR with foot injury,Avalanche,C
3974,11/6/10,COL,Kyle Cumiskey,head,73,placed on IR with concussion,Avalanche,C
3979,2/10/11,COL,Kyle Cumiskey,head,1,placed on IR with head injury (out for season),Avalanche,C
3984,10/5/11,COL,Kyle Cumiskey,ul,12,placed on IR with groin injury,Avalanche,C
3989,1/31/09,COL,Kyle Cumiskey,torso,1,shoulder injury (out indefinitely),Avalanche,C
3994,11/25/09,COL,Kyle Cumiskey,ll,1,foot injury (DTD),Avalanche,C
3999,2/13/10,COL,Kyle Cumiskey,head,14,concussion (DTD),Avalanche,C
4004,9/26/10,COL,Kyle Cumiskey,ul,2,groin injury (DTD),Avalanche,C
4009,11/4/10,COL,Kyle Cumiskey,head,19,concussion (DTD),Avalanche,C
4014,11/13/10,COL,Kyle Quincey,head,12,placed on IR with concussion,Avalanche,C
4018,12/12/10,COL,Kyle Quincey,torso,1,placed on IR with left shoulder injury (out for season),Avalanche,C
4022,11/9/10,COL,Kyle Quincey,head,1,concussion (DTD),Avalanche,C
4026,12/17/11,COL,Kyle Quincey,ul,59,groin injury (DTD),Avalanche,C
4030,3/25/09,COL,Lawrence Nycholat,torso,35,upper body injury (DTD),Avalanche,C
4031,3/1/07,COL,Marek Svatos,ul,1,groin injury (DTD),Avalanche,RW
4032,11/20/08,COL,Marek Svatos,torso,14,abdominal injury (DTD),Avalanche,RW
4033,3/23/09,COL,Marek Svatos,head,1,head injury (DTD),Avalanche,RW
4034,4/9/09,COL,Marek Svatos,la,1,broken finger (out for season),Avalanche,RW
4035,12/13/09,COL,Marek Svatos,ul,9,groin injury (DTD),Avalanche,RW
4036,1/18/10,COL,Marek Svatos,torso,9,bruised chest (DTD),Avalanche,RW
4037,10/5/11,COL,Mark Olver,head,56,placed on IR with head injury,Avalanche,C
4038,2/15/11,COL,Matt Duchene,la,7,placed on IR with hand injury,Avalanche,C
4039,12/30/11,COL,Matt Duchene,ul,51,placed on IR with right knee injury,Avalanche,C
4040,4/10/10,COL,Matt Duchene,torso,3,torso injury (DTD),Avalanche,C
4041,12/29/11,COL,Matt Duchene,ul,12,right knee injury (DTD),Avalanche,C
4042,3/7/12,COL,Matt Duchene,ll,1,sprained right ankle (out indefinitely),Avalanche,C
4043,2/26/13,COL,Matt Duchene,ul,1,groin injury (DTD),Avalanche,C
4044,11/17/13,COL,Matt Duchene,torso,4,strained oblique muscle (DTD),Avalanche,C
4045,3/30/14,COL,Matt Duchene,ul,4,knee injury (DTD),Avalanche,C
4046,11/12/16,COL,Matt Duchene,head,60,head injury (DTD),Avalanche,C
4047,11/20/09,COL,Matt Hendricks,ul,8,placed on IR with groin injury,Avalanche,LW
4048,1/22/10,COL,Matt Hendricks,ll,38,placed on IR with ankle injury,Avalanche,LW
4049,10/27/09,COL,Matt Hendricks,ul,22,groin injury (DTD),Avalanche,LW
4050,4/6/11,COL,Matt Hunwick,head,4,head injury (out for season),Avalanche,LW
4052,2/11/13,COL,Matt Hunwick,torso,7,torso injury (DTD),Avalanche,LW
4054,2/7/17,COL,Matt Nieto,torso,28,lower body injury (DTD),Avalanche,LW
4055,10/11/16,COL,Mikko Rantanen,ll,37,placed on IR with ankle injury,Avalanche,RW
4056,3/10/13,COL,Milan Hejduk,torso,4,placed on IR with torso injury,Avalanche,RW
4057,4/1/13,COL,Milan Hejduk,torso,9,placed on IR with shoulder injury,Avalanche,RW
4058,10/16/07,COL,Milan Hejduk,back,1,sore back (DTD),Avalanche,RW
4059,2/8/09,COL,Milan Hejduk,head,10,jaw injury (DTD),Avalanche,RW
4060,11/11/09,COL,Milan Hejduk,back,8,back injury (DTD),Avalanche,RW
4062,4/19/10,COL,Milan Hejduk,head,13,head injury (out for season),Avalanche,RW
4063,12/11/10,COL,Milan Hejduk,ul,1,groin injury (DTD),Avalanche,RW
4064,3/12/11,COL,Milan Hejduk,torso,4,shoulder injury (DTD),Avalanche,RW
4065,2/25/12,COL,Milan Hejduk,ul,7,groin injury (DTD),Avalanche,RW
4066,2/21/13,COL,Milan Hejduk,torso,49,torso injury (DTD),Avalanche,RW
4067,1/11/14,COL,Nathan Guenin,ll,10,placed on IR with ankle injury,Avalanche,G
4070,1/6/14,COL,Nathan Guenin,ll,59,ankle injury (DTD),Avalanche,G
4073,3/6/15,COL,Nathan MacKinnon,ll,1,fractured foot (out for season),Avalanche,C
4074,3/19/16,COL,Nathan MacKinnon,ul,27,knee injury (DTD),Avalanche,C
4075,2/25/17,COL,Nikita Zadorov,ll,8,placed on IR with fractured ankle,Avalanche,D
4078,4/2/16,COL,Nikita Zadorov,head,1,concussion (DTD),Avalanche,D
4081,2/20/17,COL,Nikita Zadorov,ll,365,fractured ankle (out for season),Avalanche,D
4084,10/6/14,COL,Patrick Bordeleau,back,70,placed on IR with surgery on back,Avalanche,LW
4085,12/23/14,COL,Patrick Bordeleau,ul,4,placed on IR with fractured kneecap (out for season),Avalanche,LW
4086,12/24/08,COL,Paul Stastny,head,62,placed on IR with fractured right forearm (left arm per CBC),Avalanche,C
4087,12/8/11,COL,Paul Stastny,torso,5,placed on IR with upper body injury,Avalanche,C
4088,4/1/13,COL,Paul Stastny,ll,9,placed on IR with foot injury,Avalanche,C
4089,4/30/08,COL,Paul Stastny,ul,11,knee injury (DTD),Avalanche,C
4090,3/19/09,COL,Paul Stastny,ll,4,foot injury (DTD),Avalanche,C
4091,12/15/10,COL,Paul Stastny,back,1,back injury (DTD),Avalanche,C
4092,4/3/11,COL,Paul Stastny,ll,4,fractured right leg (out for season),Avalanche,C
4093,12/5/11,COL,Paul Stastny,torso,1,torso injury (DTD),Avalanche,C
4094,3/27/13,COL,Paul Stastny,ll,1,bruised left foot (DTD),Avalanche,C
4095,11/27/13,COL,Paul Stastny,back,7,back spasms (DTD),Avalanche,C
4096,1/14/14,COL,Paul Stastny,ll,11,leg injury (DTD),Avalanche,C
4097,3/9/14,COL,Paul Stastny,back,10,back injury (DTD),Avalanche,C
4098,3/9/08,COL,Peter Forsberg,ul,53,groin injury (DTD),Avalanche,C
4099,9/24/10,COL,Peter Mueller,head,474,placed on IR with concussion (out for season),Avalanche,D
4103,2/19/12,COL,Peter Mueller,torso,8,placed on IR with upper body injury,Avalanche,D
4107,4/6/10,COL,Peter Mueller,head,4,concussion (out for season),Avalanche,D
4111,2/15/12,COL,Peter Mueller,torso,8,torso injury (DTD),Avalanche,D
4115,1/18/09,COL,Philippe Dupuis,ll,21,foot injury (DTD),Avalanche,C
4116,12/30/13,COL,Pierre-Alexandre Parenteau,ul,22,placed on IR with knee injury,Avalanche,RW
4118,1/24/17,COL,Rene Bourque,torso,7,placed on IR with lower body injury,Avalanche,RW
4119,10/20/16,COL,Rene Bourque,ul,8,groin injury (DTD),Avalanche,RW
4120,1/21/17,COL,Rene Bourque,torso,9,lower body injury (DTD),Avalanche,RW
4121,2/2/17,COL,Rene Bourque,head,35,head injury (DTD),Avalanche,RW
4122,12/28/15,COL,Reto Berra,ll,54,placed on IR with ankle injury,Avalanche,G
4123,10/17/14,COL,Reto Berra,head,1,head injury (DTD),Avalanche,G
4124,12/21/15,COL,Reto Berra,ll,59,ankle injury (DTD),Avalanche,G
4125,3/10/08,COL,Ruslan Salei,head,6,eye injury (DTD),Avalanche,RW
4129,12/23/08,COL,Ruslan Salei,torso,1,upper body injury (DTD),Avalanche,RW
4137,3/27/09,COL,Ruslan Salei,ul,7,knee injury (DTD),Avalanche,RW
4141,10/8/09,COL,Ruslan Salei,back,150,back injury (DTD),Avalanche,RW
4145,2/24/12,COL,Ryan O'Byrne,ul,15,placed on IR with knee injury,Avalanche,C
4148,2/24/11,COL,Ryan O'Byrne,torso,29,facial lacerations (DTD),Avalanche,C
4151,2/7/10,COL,Ryan O'Reilly,ll,1,foot injury (DTD),Avalanche,RW
4154,1/14/11,COL,Ryan O'Reilly,head,1,head injury (DTD),Avalanche,RW
4157,1/15/11,COL,Ryan O'Reilly,torso,1088,shoulder injury (DTD) (Y),Avalanche,RW
4160,1/4/08,COL,Ryan Smyth,ll,41,placed on IR with fractured right ankle,Avalanche,LW
4161,12/19/07,COL,Ryan Smyth,head,11,sore neck (DTD),Avalanche,LW
4162,1/1/08,COL,Ryan Smyth,ll,1,ankle injury (DTD),Avalanche,LW
4163,3/1/08,COL,Ryan Smyth,head,1,head injury (left game),Avalanche,LW
4164,4/28/08,COL,Ryan Smyth,ll,8,foot injury (DTD),Avalanche,LW
4165,4/2/09,COL,Ryan Smyth,la,365,fractured right hand (out for season),Avalanche,LW
4166,1/31/10,COL,Ryan Stoa,torso,398,left shoulder injury (out indefinitely),Avalanche,LW
4167,12/13/11,COL,Ryan Wilson,head,24,placed on IR with head injury,Avalanche,C
4172,2/3/13,COL,Ryan Wilson,ll,35,placed on IR with ankle injury,Avalanche,C
4177,3/19/13,COL,Ryan Wilson,ll,5,placed on IR ankle injury,Avalanche,C
4182,3/25/13,COL,Ryan Wilson,ll,6,placed on IR with ankle injury (out for season),Avalanche,C
4187,9/29/13,COL,Ryan Wilson,ul,13,placed on IR with knee injury,Avalanche,C
4192,11/17/13,COL,Ryan Wilson,back,9,placed on IR with back injury,Avalanche,C
4197,11/8/14,COL,Ryan Wilson,torso,14,placed on IR with shoulder injury (out for season),Avalanche,C
4202,1/18/10,COL,Ryan Wilson,head,1,concussion (DTD),Avalanche,C
4207,11/4/10,COL,Ryan Wilson,ll,1,leg injury (DTD),Avalanche,C
4212,3/25/11,COL,Ryan Wilson,ul,3,knee injury (DTD),Avalanche,C
4217,12/7/11,COL,Ryan Wilson,head,1,head injury (DTD),Avalanche,C
4222,1/21/12,COL,Ryan Wilson,ul,1,groin inury (DTD),Avalanche,C
4227,3/16/13,COL,Ryan Wilson,ll,5,ankle injury (DTD),Avalanche,C
4232,11/7/13,COL,Ryan Wilson,back,349,back injury (DTD),Avalanche,C
4237,4/12/13,COL,Sami Aittokallio,ll,15,leg cramp (DTD),Avalanche,G
4238,10/24/10,COL,Scott Hannan,head,29,head injury (DTD),Avalanche,C
4239,3/2/07,COL,Scott Parker,ul,4,left knee injury (out remainder of regular season),Avalanche,C
4242,3/15/08,COL,Scott Parker,ll,12,right ankle injury (DTD),Avalanche,C
4245,10/9/08,COL,Scott Parker,head,9,placed on IR with concussion,Avalanche,C
4248,10/15/14,COL,Semyon Varlamov,ul,9,placed on IR with groin injury,Avalanche,G
4249,11/26/14,COL,Semyon Varlamov,ul,6,placed on IR with groin injury,Avalanche,G
4250,12/18/14,COL,Semyon Varlamov,ul,5,placed on IR with groin injury,Avalanche,G
4251,11/15/15,COL,Semyon Varlamov,ul,7,placed on IR with groin injury,Avalanche,G
4252,1/26/17,COL,Semyon Varlamov,ul,5,placed on IR with groin injury,Avalanche,G
4253,11/25/16,COL,Semyon Varlamov,torso,1,upper body injury (DTD),Avalanche,G
4254,12/13/16,COL,Semyon Varlamov,ul,36,groin injury (DTD),Avalanche,G
4255,1/10/12,COL,Shane O'Brien,ul,8,placed on IR with knee injury,Avalanche,D
4257,1/9/12,COL,Shane O'Brien,ul,30,knee injury (DTD),Avalanche,D
4260,1/23/13,COL,Steve Downie,ul,12,placed on IR with torn ACL in knee (out for season),Avalanche,RW
4262,11/10/10,COL,T.J. Galiardi,la,37,placed on IR with broken right wrist,Avalanche,C
4263,2/10/11,COL,T.J. Galiardi,la,7,placed on IR with wrist injury (out for season),Avalanche,C
4264,2/16/12,COL,T.J. Galiardi,torso,8,placed on IR with shoulder injury,Avalanche,C
4265,10/30/09,COL,T.J. Galiardi,ll,4,ankle injury (DTD),Avalanche,C
4266,4/9/10,COL,T.J. Galiardi,torso,29,torso injury (DTD),Avalanche,C
4267,9/22/09,COL,Tom Preissing,ul,50,arthroscopic surgery on right knee (out indefinitely),Avalanche,C
4269,12/16/07,COL,Tyler Arnason,la,24,placed on IR with wrist injury,Avalanche,C
4271,2/4/08,COL,Tyler Weiman,ll,18,foot injury (DTD),Avalanche,G
4276,1/11/14,COL,Tyson Barrie,torso,13,shoulder injury (DTD),Avalanche,G
4280,4/22/14,COL,Tyson Barrie,ul,7,torn MCL in left knee (out for season),Avalanche,G
4284,1/19/17,COL,Tyson Barrie,torso,15,lower body injury (DTD),Avalanche,G
4288,4/25/08,COL,Wojtek Wolski,torso,7,upper body injury (out indefinitely),Avalanche,LW
4289,11/24/08,COL,Wojtek Wolski,head,47,head injury (DTD),Avalanche,LW
4290,10/1/07,DAL,Aaron Gagnon,ll,10,placed on IR with ankle injury,Stars,C
4291,2/24/13,DAL,Aaron Rome,ll,29,placed on IR with foot injury (out for season),Stars,D
4295,9/30/13,DAL,Aaron Rome,ul,13,placed on IR with hip injury (CBC CBS) / designated as injured non-roster player (E),Stars,D
4299,12/2/13,DAL,Aaron Rome,torso,5,placed on IR with lower body injury,Stars,D
4303,12/20/13,DAL,Aaron Rome,torso,7,placed on IR with lower body injury,Stars,D
4307,1/19/13,DAL,Aaron Rome,ul,1,groin injury (DTD),Stars,D
4311,12/17/13,DAL,Aaron Rome,torso,26,lower body injury (DTD),Stars,D
4315,2/4/11,DAL,Adam Burish,head,19,placed on IR with facial injury / fractured orbital bone,Stars,RW
4316,11/16/11,DAL,Adam Burish,la,34,placed on IR with broken hand,Stars,RW
4317,2/23/11,DAL,Adam Burish,head,10,fractured orbital bone (DTD),Stars,RW
4318,3/13/11,DAL,Adam Burish,torso,1,lower body injury (out indefinitely),Stars,RW
4319,10/7/11,DAL,Adam Burish,ul,31,groin injury (DTD),Stars,RW
4320,2/19/17,DAL,Adam Cracknell,torso,15,placed on IR with lower body injury,Stars,RW
4321,10/2/11,DAL,Adam Pardy,torso,12,placed on IR with rib injury,Stars,LW
4323,12/30/15,DAL,Ales Hemsky,torso,16,placed on IR with lower body injury,Stars,RW
4324,10/11/16,DAL,Ales Hemsky,ul,11,placed on IR with groin injury,Stars,RW
4325,10/24/16,DAL,Ales Hemsky,ul,128,placed on IR with groin injury,Stars,RW
4326,2/14/15,DAL,Ales Hemsky,torso,8,lower body injury (DTD),Stars,RW
4327,11/3/15,DAL,Ales Hemsky,ul,363,hip injury (DTD),Stars,RW
4328,4/16/13,DAL,Alex Chiasson,torso,365,shoulder injury (out for season),Stars,RW
4329,11/15/11,DAL,Alex Goligoski,la,23,placed on IR with broken thumb,Stars,G
4333,11/6/15,DAL,Antoine Roussel,torso,1,upper body injury (DTD),Stars,LW
4334,3/3/17,DAL,Antoine Roussel,la,35,hand injury (DTD),Stars,LW
4335,11/25/07,DAL,Antti Miettinen,ul,8,groin injury (DTD),Stars,RW
4336,3/24/09,DAL,Brad Richards,la,13,placed on IR with broken left hand,Stars,C
4337,10/31/08,DAL,Brad Richards,torso,1,lower body injury (DTD),Stars,C
4338,10/19/09,DAL,Brad Richards,ul,7,sore groin (DTD),Stars,C
4339,2/14/11,DAL,Brad Richards,torso,13,upper body injury (DTD),Stars,C
4340,11/3/07,DAL,Brad Winchester,torso,20,placed on IR with abdominal injury,Stars,LW
4343,4/13/14,DAL,Brenden Dillon,ll,21,foot injury (DTD),Stars,G
4345,12/28/07,DAL,Brenden Morrow,la,6,placed on IR with wrist injury,Stars,LW
4346,11/23/11,DAL,Brenden Morrow,torso,15,placed on IR with upper body injury,Stars,LW
4347,1/22/12,DAL,Brenden Morrow,head,9,placed on IR with neck injury,Stars,LW
4348,2/3/12,DAL,Brenden Morrow,head,36,placed on IR with neck injury,Stars,LW
4349,11/20/08,DAL,Brenden Morrow,ul,1,torn ACL in right knee (out for season),Stars,LW
4350,1/16/10,DAL,Brenden Morrow,torso,10,upper body injury (DTD),Stars,LW
4351,4/6/10,DAL,Brenden Morrow,ll,1,bruised foot (DTD),Stars,LW
4352,3/9/13,DAL,Brenden Morrow,ul,37,strained groin (DTD),Stars,LW
4354,10/5/15,DAL,Brett Ritchie,la,61,placed on IR with surgery on wrist,Stars,RW
4355,3/28/16,DAL,Brett Ritchie,torso,3,lower body injury (DTD),Stars,RW
4356,3/20/09,DAL,Brian Sutherby,torso,9,lower body injury (DTD),Stars,C
4358,1/31/10,DAL,Brian Sutherby,torso,1,upper body injury (DTD),Stars,C
4359,1/21/11,DAL,Brian Sutherby,ul,13,hip injury (DTD),Stars,C
4360,3/23/11,DAL,Brian Sutherby,back,365,back injury (out for season),Stars,C
4361,3/15/07,DAL,Chris Conner,torso,42,lower body injury (DTD),Stars,RW
4362,10/11/16,DAL,Cody Eakin,ul,37,placed on IR with knee injury,Stars,C
4363,3/14/14,DAL,Cody Eakin,head,1,concussion / lower body injury (CBC) (out indefinitely),Stars,C
4364,11/6/14,DAL,Cody Eakin,torso,46,lower body injury (DTD),Stars,C
4365,2/4/16,DAL,Colton Sceviour,torso,51,upper body injury (DTD),Stars,RW
4366,1/27/13,DAL,Cristopher Nilstorp,ul,8,placed on IR with groin injury,Stars,G
4367,10/16/15,DAL,Curtis McKenzie,torso,31,placed on IR with lower body injury,Stars,C
4369,12/13/16,DAL,Curtis McKenzie,torso,34,upper body injury (DTD),Stars,C
4371,3/27/07,DAL,Darryl Sydor,la,5,hand injury (out 1-2 weeks),Stars,C
4373,2/1/09,DAL,Darryl Sydor,torso,48,lower body injury (DTD),Stars,C
4375,1/28/13,DAL,Derek Roy,ul,7,placed on IR with strained groin,Stars,C
4376,1/26/13,DAL,Derek Roy,ul,51,strained groin (DTD),Stars,C
4377,10/20/08,DAL,Doug Janik,head,38,eye injury (DTD),Stars,LW
4378,3/9/07,DAL,Eric Lindros,ul,49,groin injury (DTD),Stars,C
4379,3/27/12,DAL,Eric Nystrom,ll,56,lacerated leg (DTD),Stars,LW
4380,3/22/14,DAL,Erik Cole,torso,305,upper body injury (DTD),Stars,LW
4381,12/30/08,DAL,Fabian Brunnstrom,ll,28,placed on IR with foot injury,Stars,LW
4382,12/29/08,DAL,Fabian Brunnstrom,ll,1,foot injury (DTD),Stars,LW
4383,3/10/09,DAL,Fabian Brunnstrom,torso,246,shoulder injury (DTD),Stars,LW
4384,10/1/07,DAL,Francis Wathier,torso,30,placed on IR with shoulder injury,Stars,LW
4385,10/5/15,DAL,Jack Campbell,la,33,placed on IR with hand injury,Stars,LW
4386,2/22/12,DAL,Jake Dowell,torso,15,placed on IR with upper body injury,Stars,C
4387,11/6/09,DAL,James Neal,ul,22,pulled groin (DTD),Stars,LW
4388,2/3/11,DAL,Jamie Benn,torso,19,placed on IR with shoulder injury,Stars,LW
4389,1/22/12,DAL,Jamie Benn,torso,3,placed on IR recovering from appendectomy,Stars,LW
4390,1/4/17,DAL,Jamie Benn,ll,8,placed on IR with foot injury,Stars,LW
4391,10/14/10,DAL,Jamie Benn,head,1,concussion (DTD),Stars,LW
4392,1/25/11,DAL,Jamie Benn,torso,9,upper body injury (DTD),Stars,LW
4393,2/17/12,DAL,Jamie Benn,ll,1,lacerated leg (DTD),Stars,LW
4394,3/10/13,DAL,Jamie Benn,la,1,wrist injury (DTD),Stars,LW
4395,1/1/17,DAL,Jamie Benn,ll,26,foot injury (DTD),Stars,LW
4396,3/5/11,DAL,Jamie Langenbrunner,torso,21,upper body injury (DTD),Stars,RW
4397,1/11/17,DAL,Jamie Oleksiak,la,31,placed on IR with hand injury,Stars,LW
4399,10/13/16,DAL,Jamie Oleksiak,torso,30,lower body injury (DTD),Stars,LW
4401,1/25/13,DAL,Jaromir Jagr,back,12,back injury (DTD),Stars,RW
4403,11/22/15,DAL,Jason Demers,torso,108,lower body injury (DTD),Stars,RW
4406,2/5/16,DAL,Jason Spezza,torso,13,placed on IR with upper body injury,Stars,LW
4407,2/3/17,DAL,Jason Spezza,torso,11,placed on IR with upper body injury,Stars,LW
4409,3/13/07,DAL,Jeff Halpern,torso,1,lower body injury (DTD),Stars,C
4410,2/23/08,DAL,Jeff Halpern,ul,37,groin injury (DTD),Stars,C
4411,1/21/11,DAL,Jeff Woywitka,torso,38,shoulder injury (DTD),Stars,RW
4412,12/3/07,DAL,Jere Lehtinen,torso,60,placed on IR with sports hernia,Stars,RW
4413,11/19/08,DAL,Jere Lehtinen,torso,31,placed on IR with upper body injury,Stars,RW
4414,10/20/09,DAL,Jere Lehtinen,torso,15,placed on IR with chest injury,Stars,RW
4415,1/20/10,DAL,Jere Lehtinen,torso,7,placed on IR with upper body injury,Stars,RW
4416,4/2/07,DAL,Jere Lehtinen,torso,6,lower body injury (DTD),Stars,RW
4417,5/12/08,DAL,Jere Lehtinen,ll,1,leg injury (DTD),Stars,RW
4418,10/10/08,DAL,Jere Lehtinen,ul,1,groin injury (DTD),Stars,RW
4419,3/5/09,DAL,Jere Lehtinen,torso,5,upper body injury (DTD),Stars,RW
4420,10/3/09,DAL,Jere Lehtinen,ul,5,groin injury (DTD),Stars,RW
4421,10/16/09,DAL,Jere Lehtinen,torso,1,chest injury (DTD),Stars,RW
4422,11/12/09,DAL,Jere Lehtinen,ul,13,groin injury (DTD),Stars,RW
4424,2/13/10,DAL,Jere Lehtinen,ul,38,knee injury (DTD),Stars,RW
4425,10/31/08,DAL,Joel Lundqvist,torso,48,placed on IR with shoulder injury,Stars,C
4426,12/30/08,DAL,Joel Lundqvist,torso,11,placed on IR with shoulder injury,Stars,C
4427,10/28/08,DAL,Joel Lundqvist,torso,56,shoulder injury (out 4-5 weeks),Stars,C
4428,3/11/15,DAL,John Klingberg,torso,360,upper body injury (DTD),Stars,LW
4430,11/20/16,DAL,Johnny Oduya,torso,21,placed on IR with lower body injury,Stars,G
4435,1/18/17,DAL,Johnny Oduya,ll,39,placed on IR with ankle injury,Stars,G
4440,12/20/16,DAL,Johnny Oduya,ll,46,ankle injury (DTD),Stars,G
4445,1/17/16,DAL,Jordie Benn,torso,16,placed on IR with lower body injury,Stars,RW
4448,3/28/15,DAL,Jordie Benn,back,341,back injury (DTD),Stars,RW
4451,12/9/16,DAL,Julius Honka,torso,7,placed on IR with upper body injury,Stars,RW
4453,12/7/16,DAL,Julius Honka,torso,5,upper body injury (DTD),Stars,RW
4455,4/19/07,DAL,Jussi Jokinen,torso,14,upper body injury (DTD),Stars,LW
4456,12/30/07,DAL,Jussi Jokinen,ul,56,knee injury (DTD),Stars,LW
4457,11/12/15,DAL,Jyrki Jokipakka,torso,11,lower body injury (DTD),Stars,RW
4458,11/26/11,DAL,Kari Lehtonen,ul,32,placed on IR with groin injury,Stars,G
4459,2/16/13,DAL,Kari Lehtonen,ul,11,placed on IR with strained groin,Stars,G
4460,10/12/13,DAL,Kari Lehtonen,torso,9,placed on IR with lower body injury,Stars,G
4461,11/25/15,DAL,Kari Lehtonen,torso,7,placed on IR with upper body injury,Stars,G
4462,12/8/10,DAL,Kari Lehtonen,back,1,back injury (DTD),Stars,G
4463,4/10/13,DAL,Kari Lehtonen,ul,1,groin injury (DTD),Stars,G
4464,3/9/14,DAL,Kari Lehtonen,head,51,concussion (DTD),Stars,G
4465,12/4/09,DAL,Karlis Skrastins,la,7,placed on IR with lacerated right index finger,Stars,RW
4469,12/23/10,DAL,Karlis Skrastins,ul,1,quadriceps injury (DTD),Stars,RW
4473,1/7/11,DAL,Karlis Skrastins,head,14,broken nose (DTD),Stars,RW
4477,3/22/11,DAL,Karlis Skrastins,ll,7,lacerated leg (DTD),Stars,RW
4481,3/22/16,DAL,Kris Russell,torso,35,lower body injury (DTD),Stars,C
4482,12/3/10,DAL,Krystofer Barch,ll,6,placed on IR with foot injury,Stars,RW
4483,3/8/07,DAL,Krystofer Barch,ll,1,toe injury (DTD),Stars,RW
4484,3/28/09,DAL,Krystofer Barch,torso,10,lower body injury (out for season),Stars,RW
4485,3/27/10,DAL,Krystofer Barch,ll,8,lacerated leg (out for season),Stars,RW
4486,2/4/11,DAL,Krystofer Barch,head,1,broken orbital bone / scratched cornea (DTD),Stars,RW
4487,11/18/11,DAL,Krystofer Barch,ll,58,ankle injury (DTD),Stars,RW
4488,3/15/07,DAL,Ladislav Nagy,torso,5,facial injury (DTD),Stars,LW
4489,1/19/09,DAL,Landon Wilson,torso,46,placed on IR with rib injury,Stars,RW
4490,1/4/09,DAL,Landon Wilson,head,8,head injury (DTD),Stars,RW
4491,1/10/09,DAL,Landon Wilson,torso,53,upper body injury (DTD),Stars,RW
4492,4/7/13,DAL,Lane MacDermid,torso,51,upper body injury (DTD),Stars,LW
4493,3/16/11,DAL,Loui Eriksson,head,17,head injury (DTD),Stars,RW
4494,12/21/09,DAL,Mark Fistric,head,2,placed on IR with concussion,Stars,G
4499,11/26/10,DAL,Mark Fistric,torso,12,placed on IR with lower body injury,Stars,G
4504,3/29/09,DAL,Mark Fistric,torso,2,upper body injury (DTD),Stars,G
4509,12/18/09,DAL,Mark Fistric,head,4,concussion (DTD),Stars,G
4514,2/8/10,DAL,Mark Fistric,ul,1,surgery on knee (out indefinitely),Stars,G
4519,11/24/10,DAL,Mark Fistric,torso,1,lower body injury (DTD),Stars,G
4524,4/3/11,DAL,Mark Fistric,head,14,head injury (DTD),Stars,G
4529,3/21/12,DAL,Mark Fistric,torso,40,strained abdominal muscle (DTD),Stars,G
4534,3/12/09,DAL,Mark Parrish,torso,58,facial injury (DTD),Stars,RW
4535,2/7/08,DAL,Marty Turco,head,14,neck injury (DTD),Stars,G
4536,4/4/09,DAL,Marty Turco,torso,32,lower body injury (DTD),Stars,G
4537,2/28/08,DAL,Matt Niskanen,ll,1,foot injury (DTD),Stars,C
