,date,team,player,injury,duration,notes,long_name,position
7480,10/6/09,MTL,Glen Metropolit,torso,173,rib injury (DTD),Canadiens,C
7481,12/8/16,MTL,Greg Pateryn,ll,54,placed on IR with fractured ankle,Canadiens,D
7484,11/8/07,MTL,Guillaume Latendresse,back,2,back injury (DTD),Canadiens,RW
7485,3/22/08,MTL,Guillaume Latendresse,head,7,neck injury (DTD),Canadiens,RW
7486,11/22/08,MTL,Guillaume Latendresse,torso,38,shoulder injury (DTD),Canadiens,RW
7487,11/3/09,MTL,Hal Gill,ll,30,placed on IR with fractured foot,Canadiens,D
7497,5/8/10,MTL,Hal Gill,ll,27,leg laceration (DTD),Canadiens,D
7502,10/6/10,MTL,Hunter Bishop,torso,42,placed on IR with upper body injury,Canadiens,LW
7503,2/15/11,MTL,Jaroslav Spacek,torso,51,placed on IR with lower body injury,Canadiens,C
7507,11/25/11,MTL,Jaroslav Spacek,torso,13,placed on IR with upper body injury,Canadiens,C
7511,11/24/09,MTL,Jaroslav Spacek,torso,722,lower body injury (DTD),Canadiens,C
7515,1/20/11,MTL,Jeff Halpern,torso,72,upper body injury (DTD),Canadiens,C
7516,2/9/16,MTL,Jeff Petry,torso,5,placed on IR with sports hernia (out for season),Canadiens,G
7520,10/10/16,MTL,Jeff Petry,ul,5,placed on IR with knee injury,Canadiens,G
7524,12/20/15,MTL,Jeff Petry,torso,19,upper body injury (DTD),Canadiens,G
7528,12/28/10,MTL,Josh Gorges,ul,10,placed on IR with right knee injury (surgery) (out for season),Canadiens,G
7530,2/1/09,MTL,Josh Gorges,head,8,head injury (DTD),Canadiens,G
7532,12/20/13,MTL,Josh Gorges,torso,4,lower body injury (DTD),Canadiens,G
7534,3/6/14,MTL,Josh Gorges,la,36,fractured hand (DTD),Canadiens,G
7538,5/3/13,MTL,Lars Eller,head,1,concussion (out for season),Canadiens,C
7539,3/24/14,MTL,Lars Eller,ul,2,knee injury (DTD),Canadiens,C
7540,12/6/14,MTL,Lars Eller,torso,457,upper body injury (DTD),Canadiens,C
7541,2/6/16,MTL,Lucas Lessio,torso,11,placed on IR with lower body injury,Canadiens,LW
7542,2/5/10,MTL,Marc-Andre Bergeron,torso,45,placed on IR with lower body injury,Canadiens,RW
7548,3/18/16,MTL,Mark Barberio,head,365,concussion (out for season),Canadiens,G
7549,3/29/08,MTL,Mark Streit,ll,1,foot injury (DTD),Canadiens,D
7551,4/17/08,MTL,Mark Streit,ul,5,hip injury (DTD),Canadiens,D
7555,2/20/11,MTL,Mathieu Darche,ul,32,placed on IR with groin injury,Canadiens,LW
7556,3/6/12,MTL,Mathieu Darche,head,35,placed on IR with dizziness (out for season),Canadiens,LW
7557,4/4/09,MTL,Mathieu Schneider,torso,16,upper body injury (DTD),Canadiens,LW
7558,10/31/09,MTL,Matt D'Agostini,head,31,placed on IR with concussion,Canadiens,RW
7559,10/30/09,MTL,Matt D'Agostini,head,18,head injury (DTD),Canadiens,RW
7560,3/12/11,MTL,Max Pacioretty,head,8,placed on IR with fractured vertebrae in neck (out for season),Canadiens,LW
7561,1/26/13,MTL,Max Pacioretty,torso,8,placed on IR with appendectomy,Canadiens,LW
7562,10/21/13,MTL,Max Pacioretty,ul,12,placed on IR with left hamstring injury,Canadiens,LW
7563,1/19/11,MTL,Max Pacioretty,torso,8,rib injury (out indefinitely),Canadiens,LW
7564,3/9/11,MTL,Max Pacioretty,head,7,"concussion, fractured vertebrae in neck (out indefinitely)",Canadiens,LW
7566,10/5/13,MTL,Max Pacioretty,la,7,left wrist injury (DTD),Canadiens,LW
7567,10/16/13,MTL,Max Pacioretty,ul,1,left hamstring injury (DTD),Canadiens,LW
7568,4/6/15,MTL,Max Pacioretty,head,8,head injury (DTD),Canadiens,LW
7569,1/26/16,MTL,Max Pacioretty,torso,55,upper body injury (DTD),Canadiens,LW
7570,2/7/14,MTL,Michael Bournival,head,45,placed on IR with concussion,Canadiens,LW
7571,11/6/14,MTL,Michael Bournival,torso,1,placed on IR with shoulder injury,Canadiens,LW
7572,1/19/11,MTL,Michael Cammalleri,torso,32,placed on IR with separated left shoulder,Canadiens,LW
7573,1/30/10,MTL,Michael Cammalleri,ul,1,sprained MCL in right knee (DTD),Canadiens,LW
7574,10/9/11,MTL,Michael Cammalleri,ll,1,lacerated left leg (out indefinitely),Canadiens,LW
7575,11/10/11,MTL,Michael Cammalleri,torso,4,lower body injury (DTD),Canadiens,LW
7576,4/3/08,MTL,Michael Ryder,ll,4,leg injury (DTD),Canadiens,RW
7577,3/16/13,MTL,Michael Ryder,torso,32,lower body injury (DTD),Canadiens,RW
7578,2/3/12,MTL,Mike Blunden,torso,42,placed on IR with lower body injury,Canadiens,RW
7579,3/22/08,MTL,Mike Komisarek,torso,1,lower body injury (out 2-3 weeks),Canadiens,C
7581,11/15/08,MTL,Mike Komisarek,la,39,hand injury (DTD),Canadiens,C
7583,12/15/14,MTL,Mike Weaver,head,5,placed on IR with concussion,Canadiens,LW
7586,11/18/14,MTL,Mike Weaver,torso,1,upper body injury (DTD),Canadiens,LW
7592,10/1/13,MTL,Nathan Beaulieu,torso,897,placed on IR with surgery on left shoulder,Canadiens,G
7596,11/23/16,MTL,Nathan Beaulieu,head,15,placed on IR with neck injury,Canadiens,G
7600,4/21/15,MTL,Nathan Beaulieu,torso,4,upper body injury (DTD),Canadiens,G
7604,3/31/16,MTL,Nathan Beaulieu,la,365,fractured thumb (out for season),Canadiens,G
7608,9/21/09,MTL,Olivier Fortier,torso,35,placed on IR with shoulder injury,Canadiens,G
7609,3/11/16,MTL,P.K. Subban,head,365,neck injury (out for season),Canadiens,C
7610,12/13/07,MTL,Patrice Brisebois,torso,6,shoulder injury (DTD),Canadiens,LW
7613,4/28/08,MTL,Patrice Brisebois,ll,1,leg injury (DTD),Canadiens,LW
7616,2/3/09,MTL,Patrice Brisebois,torso,30,lower body injury (DTD),Canadiens,LW
7619,1/20/16,MTL,Paul Byron,torso,23,placed on IR with lower body injury,Canadiens,LW
7620,1/5/17,MTL,Paul Byron,torso,50,upper body injury (DTD),Canadiens,LW
7621,12/8/09,MTL,Paul Mara,torso,1,upper body injury (DTD),Canadiens,LW
7624,12/23/09,MTL,Paul Mara,la,7,left hand/wrist injury (DTD),Canadiens,LW
7627,1/23/10,MTL,Paul Mara,torso,55,upper body injury (DTD),Canadiens,LW
7630,1/25/12,MTL,Petteri Nokelainen,ll,30,placed on IR with leg injury,Canadiens,C
7631,1/19/13,MTL,Petteri Nokelainen,back,55,placed on IR with back injury,Canadiens,C
7633,1/10/15,MTL,Pierre-Alexandre Parenteau,torso,4,placed on IR with upper body injury,Canadiens,RW
7634,1/17/15,MTL,Pierre-Alexandre Parenteau,torso,44,placed on IR with upper body injury,Canadiens,RW
7635,1/3/15,MTL,Pierre-Alexandre Parenteau,torso,104,upper body injury (DTD),Canadiens,RW
7636,3/10/12,MTL,Raphael Diaz,torso,14,placed on IR with lower body injury (out for season),Canadiens,LW
7640,3/2/13,MTL,Raphael Diaz,head,49,placed on IR with concussion,Canadiens,LW
7644,3/6/12,MTL,Raphael Diaz,torso,6,lower body injury (DTD),Canadiens,LW
7648,2/27/13,MTL,Raphael Diaz,head,18,concussion (DTD),Canadiens,LW
7652,2/27/13,MTL,Rene Bourque,head,41,placed on IR with concussion,Canadiens,RW
7653,12/12/13,MTL,Rene Bourque,torso,5,placed on IR with upper body injury,Canadiens,RW
7654,2/23/13,MTL,Rene Bourque,head,1,flu / concussion (CBC) (DTD),Canadiens,RW
7655,11/19/13,MTL,Rene Bourque,torso,15,lower body injury (DTD),Canadiens,RW
7656,2/2/09,MTL,Robert Lang,ll,365,torn left Achilles tendon (out for season),Canadiens,C
7657,10/29/08,MTL,Roman Hamrlik,ll,1,foot injury (DTD),Canadiens,G
7658,12/17/09,MTL,Roman Hamrlik,ul,294,knee injury (DTD),Canadiens,G
7659,10/5/09,MTL,Ryan O'Byrne,ul,46,placed on IR with knee injury,Canadiens,RW
7662,12/29/07,MTL,Ryan O'Byrne,la,6,thumb injury (DTD),Canadiens,RW
7665,10/6/10,MTL,Ryan Russell,torso,19,placed on IR with lower body injury,Canadiens,C
7666,10/5/11,MTL,Ryan White,torso,124,placed on IR with groin/hernia injury,Canadiens,RW
7671,3/27/13,MTL,Ryan White,torso,7,placed on IR with lower body injury,Canadiens,RW
7681,4/4/12,MTL,Ryan White,head,1,headaches (out for season),Canadiens,RW
7691,3/29/08,MTL,Saku Koivu,ll,257,left foot injury (DTD),Canadiens,C
7692,10/22/11,MTL,Scott Gomez,torso,21,placed on IR with upper body injury,Canadiens,C
7693,11/25/11,MTL,Scott Gomez,ul,50,placed on IR with groin injury,Canadiens,C
7694,3/23/12,MTL,Scott Gomez,head,1,placed on IR with concussion (out for season),Canadiens,C
7696,3/3/12,MTL,Scott Gomez,head,10,right eye injury (DTD),Canadiens,C
7697,2/19/15,MTL,Sergei Gonchar,torso,1,placed on IR with upper body injury,Canadiens,C
7699,2/15/15,MTL,Sergei Gonchar,torso,53,upper body injury (DTD),Canadiens,C
7701,4/2/09,MTL,Sergei Kostitsyn,torso,364,upper body injury (DTD),Canadiens,LW
7702,3/12/16,MTL,Stefan Matteau,torso,7,lower body injury (DTD),Canadiens,LW
7703,12/7/07,MTL,Steve Begin,torso,1,shoulder injury (DTD),Canadiens,C
7706,12/22/15,MTL,Tom Gilbert,torso,42,placed on IR with upper body injury / lower body injury (S Y),Canadiens,RW
7710,2/20/16,MTL,Tom Gilbert,ul,6,placed on IR with surgery on left knee (CBS S Y) (out for season),Canadiens,RW
7714,3/24/15,MTL,Tom Gilbert,head,1,jaw injury (DTD),Canadiens,RW
7722,1/27/13,MTL,Tomas Kaberle,torso,45,facial injury (DTD),Canadiens,RW
7723,3/16/11,MTL,Tomas Plekanec,torso,1,lower body injury (DTD),Canadiens,C
7724,4/4/13,MTL,Tomas Plekanec,ul,6,groin injury (DTD),Canadiens,C
7726,11/20/15,MTL,Torrey Mitchell,torso,25,placed on IR with lower body injury,Canadiens,C
7727,3/15/15,MTL,Torrey Mitchell,ua,1,arm injury (DTD),Canadiens,C
7728,11/19/15,MTL,Torrey Mitchell,torso,317,lower body injury (DTD),Canadiens,C
7729,2/4/12,MTL,Travis Moen,torso,3,placed on IR with upper body injury,Canadiens,LW
7730,2/19/12,MTL,Travis Moen,torso,627,placed on IR with upper body injury (out for season),Canadiens,LW
7731,2/8/14,MTL,Travis Moen,torso,18,placed on IR with lower body injury,Canadiens,LW
7732,3/22/10,MTL,Travis Moen,torso,3,facial laceration (DTD),Canadiens,LW
7733,12/14/11,MTL,Travis Moen,ll,1,foot injury (DTD),Canadiens,LW
7734,1/24/12,MTL,Travis Moen,torso,10,upper body injury (DTD),Canadiens,LW
7735,3/25/14,MTL,Travis Moen,head,32,concussion (DTD),Canadiens,LW
7736,3/20/16,MTL,Victor Bartley,torso,365,lower body injury (out for season),Canadiens,D
7737,2/13/12,MTL,Yannick Weber,torso,4,placed on IR with lower body injury,Canadiens,RW
7741,3/30/12,MTL,Yannick Weber,torso,1,placed on IR with lower body injury (out for season),Canadiens,RW
7745,3/12/13,MTL,Yannick Weber,ul,15,placed on IR with knee injury,Canadiens,RW
7749,2/9/12,MTL,Yannick Weber,torso,3,lower body injury (DTD),Canadiens,RW
7753,4/11/13,MTL,Yannick Weber,ul,34,knee injury (DTD),Canadiens,RW
7757,10/20/16,MTL,Zach Redmond,ll,37,placed on IR with fractured foot,Canadiens,D
7760,1/18/13,NJD,Adam Henrique,la,13,placed on IR with torn ligament in left thumb (CBS SN),Devils,C
7761,1/14/12,NJD,Adam Henrique,ul,11,pulled/strained groin (DTD),Devils,C
7762,1/22/14,NJD,Adam Henrique,la,1,sore left thumb (DTD),Devils,C
7764,2/19/12,NJD,Adam Larsson,back,7,placed on IR with back injury,Devils,G
7767,12/1/13,NJD,Adam Larsson,torso,12,placed on IR with lower body injury,Devils,G
7770,2/4/12,NJD,Adam Larsson,back,660,bruised lower back (DTD),Devils,G
7773,3/2/12,NJD,Alexei Ponikarovsky,ll,14,right leg injury (DTD),Devils,LW
7774,3/20/13,NJD,Alexei Ponikarovsky,torso,54,lower body injury (DTD),Devils,LW
7775,3/28/10,NJD,Andrew Peters,head,19,eye injury (DTD),Devils,LW
7776,11/4/08,NJD,Andy Greene,la,42,placed on IR with right hand injury,Devils,G
7781,12/8/11,NJD,Andy Greene,ll,54,placed on IR with broken toe / ankle injury (CBC),Devils,G
7786,1/10/17,NJD,Andy Greene,la,23,placed on IR with wrist injury,Devils,G
7791,11/1/08,NJD,Andy Greene,la,13,right hand injury (2-3 weeks),Devils,G
7796,3/27/09,NJD,Andy Greene,ll,4,ankle injury (DTD),Devils,G
7801,11/3/11,NJD,Andy Greene,torso,1,lower body injury (DTD),Devils,G
7806,1/4/17,NJD,Andy Greene,la,3,wrist injury (DTD),Devils,G
7811,10/5/10,NJD,Anssi Salmela,ul,71,placed on IR recovering from surgery on right knee,Devils,D
7815,12/21/10,NJD,Anssi Salmela,ul,2,placed on IR with surgery on right knee,Devils,D
7819,2/9/10,NJD,Anssi Salmela,head,1,concussion (DTD),Devils,D
7827,10/30/10,NJD,Anton Volchenkov,head,6,placed on IR with broken nose,Devils,D
7832,12/9/11,NJD,Anton Volchenkov,la,7,placed on IR with hand injury,Devils,D
7837,1/7/12,NJD,Anton Volchenkov,torso,3,placed on IR with lower body injury,Devils,D
7842,11/18/13,NJD,Anton Volchenkov,ll,11,placed on IR with leg injury,Devils,D
7847,1/3/14,NJD,Anton Volchenkov,torso,1,placed on IR with body soreness,Devils,D
7852,10/11/10,NJD,Anton Volchenkov,head,7,broken nose (DTD),Devils,D
7857,3/26/11,NJD,Anton Volchenkov,torso,2,lower body injury (DTD),Devils,D
7862,4/2/11,NJD,Anton Volchenkov,ll,1,left leg injury (out for season),Devils,D
7867,12/31/11,NJD,Anton Volchenkov,torso,1,lower body injury (DTD),Devils,D
7872,11/13/13,NJD,Anton Volchenkov,ll,2,pulled leg muscle (DTD),Devils,D
7877,12/28/13,NJD,Anton Volchenkov,torso,85,body soreness (DTD),Devils,D
7882,10/6/08,NJD,Barry Tallackson,head,34,placed on IR with irregular heartbeat,Devils,RW
7883,9/23/08,NJD,Barry Tallackson,head,15,irregular heartbeat (out 2-3 weeks),Devils,RW
7884,11/29/16,NJD,Beau Bennett,ll,7,placed on IR with lacerated right leg,Devils,RW
7885,1/25/17,NJD,Beau Bennett,torso,22,placed on IR with lower body injury,Devils,RW
7886,1/23/17,NJD,Beau Bennett,torso,34,lower body injury (DTD),Devils,RW
7888,10/19/08,NJD,Bobby Holik,la,48,placed on IR with broken right pinkie finger,Devils,C
7889,2/15/09,NJD,Brendan Shanahan,ll,1,foot injury (DTD),Devils,LW
7890,3/22/09,NJD,Brendan Shanahan,back,26,back injury (DTD),Devils,LW
7891,3/8/07,NJD,Brian Gionta,ul,1,groin injury (DTD),Devils,RW
7893,11/8/08,NJD,Brian Gionta,head,43,head/shoulder injury (DTD),Devils,RW
7894,10/17/08,NJD,Brian Rolston,ll,48,placed on IR with sprained right ankle,Devils,C
7895,10/11/10,NJD,Brian Rolston,torso,32,placed on IR with surgery to repair sports hernia,Devils,C
7896,10/6/10,NJD,Bryce Salvador,head,2,placed on IR with concussion (out for season),Devils,D
7901,10/28/13,NJD,Bryce Salvador,ll,61,placed on IR with foot injury,Devils,D
7906,11/11/14,NJD,Bryce Salvador,torso,1,placed on IR with lower body injury (out for season),Devils,D
7911,11/8/08,NJD,Bryce Salvador,ll,7,left foot injury (DTD),Devils,D
7921,4/23/09,NJD,Bryce Salvador,ul,1,knee injury (out for season),Devils,D
7926,12/29/09,NJD,Bryce Salvador,torso,2,lower body injury (DTD),Devils,D
7931,2/10/10,NJD,Bryce Salvador,head,1,right eye injury (left game),Devils,D
7936,3/9/13,NJD,Bryce Salvador,torso,9,upper body injury (DTD),Devils,D
7941,4/11/13,NJD,Bryce Salvador,la,12,bruised right wrist (out for season),Devils,D
7946,3/1/14,NJD,Bryce Salvador,torso,26,collarbone injury (DTD),Devils,D
7951,12/9/11,NJD,Cam Janssen,torso,3,placed on IR with bruised chest,Devils,RW
7952,9/21/07,NJD,Cam Janssen,torso,1536,dislocated right shoulder (out indefinitely),Devils,RW
7953,3/8/07,NJD,Colin White,la,14,hand injury (DTD),Devils,G
7958,10/3/07,NJD,Colin White,head,1,right eye injury (out indefinitely),Devils,G
7963,2/20/08,NJD,Colin White,torso,1,upper body injury (DTD),Devils,G
7968,2/7/09,NJD,Colin White,la,9,left hand injury (DTD),Devils,G
7973,3/18/09,NJD,Colin White,torso,1,lower body injury (DTD),Devils,G
7978,3/26/11,NJD,Colin White,ul,365,knee injury (out for season),Devils,G
7983,10/28/13,NJD,Cory Schneider,torso,6,placed on IR with lower body injury,Devils,G
7984,3/28/16,NJD,Cory Schneider,ul,2,placed on IR with sprained MCL in knee,Devils,G
7986,3/5/16,NJD,Cory Schneider,ul,45,sprained MCL in knee (DTD),Devils,G
7987,2/13/13,NJD,Dainius Zubrus,la,47,placed on IR with surgery on wrist,Devils,RW
7988,12/18/14,NJD,Dainius Zubrus,ll,9,placed on IR with leg injury,Devils,RW
7989,4/9/11,NJD,Dainius Zubrus,head,12,neck injury (out for season),Devils,RW
7990,2/7/13,NJD,Dainius Zubrus,la,3,wrist injury (DTD),Devils,RW
7991,12/9/14,NJD,Dainius Zubrus,ll,33,leg injury (DTD),Devils,RW
7992,12/27/13,NJD,Damien Brunner,ul,25,placed on IR with right knee injury,Devils,LW
7993,10/19/13,NJD,Damien Brunner,torso,1,upper body soreness (DTD),Devils,LW
7994,12/21/13,NJD,Damien Brunner,ul,33,right knee injury (DTD),Devils,LW
7995,12/18/14,NJD,Damon Severson,ll,75,placed on IR with fractured ankle,Devils,G
7998,12/17/14,NJD,Damon Severson,ll,12,fractured ankle (out indefinitely),Devils,G
8001,3/5/17,NJD,Damon Severson,torso,13,upper body injury (DTD),Devils,G
8004,11/28/09,NJD,David Clarkson,ll,7,placed on IR with fractured right lower leg,Devils,RW
8007,12/31/09,NJD,David Clarkson,ll,8,sore right leg (DTD),Devils,RW
8010,4/3/12,NJD,David Clarkson,torso,22,lower body injury (DTD),Devils,RW
8016,3/4/16,NJD,David Warsofsky,torso,44,lower body injury (DTD),Devils,C
8017,3/7/10,NJD,Dean McAmmond,torso,35,upper body injury (left game),Devils,C
8018,3/11/17,NJD,Devante Smith-Pelly,torso,58,lower body injury (DTD),Devils,LW
8019,11/7/11,NJD,Eric Boulton,la,23,placed on IR with hand injury,Devils,LW
8020,10/22/11,NJD,Eric Boulton,la,16,right hand injury (DTD),Devils,LW
8021,4/9/15,NJD,Eric Gelinas,torso,5,rib injury (DTD),Devils,LW
8023,1/30/12,NJD,Henrik Tallinder,ll,1,placed on IR with blood clot in leg (out for season),Devils,RW
8027,3/12/13,NJD,Henrik Tallinder,torso,18,placed on IR with lower body injury,Devils,RW
8031,12/16/11,NJD,Henrik Tallinder,back,2,back spasms / wrist injury (CBC) (DTD),Devils,RW
8035,1/19/12,NJD,Henrik Tallinder,torso,413,lower body injury (out for season),Devils,RW
8039,3/23/13,NJD,Ilya Kovalchuk,torso,28,placed on IR with left shoulder injury,Devils,LW
8040,11/4/11,NJD,Ilya Kovalchuk,torso,179,lower body injury (DTD),Devils,LW
8041,10/28/10,NJD,Jacob Josefson,la,1,placed on IR with surgery on right thumb (Y),Devils,C
8042,10/22/11,NJD,Jacob Josefson,torso,1,placed on IR with broken right clavicle,Devils,C
8044,12/21/16,NJD,Jacob Josefson,head,10,placed on IR with concussion,Devils,C
8045,4/3/12,NJD,Jacob Josefson,la,12,fractured left wrist (out indefinitely),Devils,C
8046,4/5/14,NJD,Jacob Josefson,torso,8,lower body injury (out for season),Devils,C
8047,12/19/14,NJD,Jacob Josefson,ul,1,strained groin (DTD),Devils,C
8048,12/29/15,NJD,Jacob Josefson,torso,428,lower body injury (DTD),Devils,C
8049,9/21/07,NJD,Jamie Langenbrunner,torso,7,sports hernia (out indefinitely),Devils,RW
8050,11/12/10,NJD,Jamie Langenbrunner,head,52,head injury (DTD),Devils,RW
